"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"de Medeiros L.C.D.; Pimenta A.S.; Braga R.M.; Carnaval T.K.A.; Neto P.N.M.; Melo D.M.A.","de Medeiros, Lúcio César Dantas (57217068419); Pimenta, Alexandre Santos (56228389300); Braga, Renata Martins (55210068400); Carnaval, Tatiane Kelly de Azevedo (57217066246); Neto, Pedro Nico Medeiros (47961878900); Melo, Dulce Maria de Araújo (9841064200)","57217068419; 56228389300; 55210068400; 57217066246; 47961878900; 9841064200","Effect of pyrolysis heating rate on the chemical composition of wood vinegar from eucalyptus urograndis and mimosa tenuiflora; [Efeito da taxa de aquecimento de pirólise na composição química do extrato pirolenhoso de eucalyptus urograndis e mimosa tenuiflora]","2019","Revista Arvore","43","4","e430408","","","","17","10.1590/1806-90882019000400008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086030265&doi=10.1590%2f1806-90882019000400008&partnerID=40&md5=6f409f92df9db14e5ced150f4af093d9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85086030265"
"Gasparotto L.H.S.; Castelhano A.L.B.; Gabriel R.C.; Dantas N.O.; Oliveira O.N.; Siqueira J.R.","Gasparotto, Luiz H. S. (57268324300); Castelhano, André L. B. (56032831200); Gabriel, Rayla C. (55390087800); Dantas, Noelio O. (6603696115); Oliveira, Osvaldo N. (7102731698); Siqueira, José R. (8598855100)","57268324300; 56032831200; 55390087800; 6603696115; 7102731698; 8598855100","Electrogeneration of platinum nanoparticles in a matrix of dendrimer-carbon nanotubes","2013","Physical Chemistry Chemical Physics","15","41","","17887","17892","5","7","10.1039/c3cp52707g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885136257&doi=10.1039%2fc3cp52707g&partnerID=40&md5=ff3d2ce412d8aca9bbf5a5aa75c7b3ab","Article","Final","","Scopus","2-s2.0-84885136257"
"Costa H.; Guedes C.; Pereira G.; Guimaraes A.; Costa F.; Barros G.","Costa, Hugo (24775234600); Guedes, Clenia (57203009614); Pereira, Gabriel (57203098548); Guimaraes, Alexandre (56942996000); Costa, Flavio (22333585200); Barros, Gabriel (57203002825)","24775234600; 57203009614; 57203098548; 56942996000; 22333585200; 57203002825","Performance analysis of particle swarm optimization method applied to the maximum power point tracking","2018","SBSE 2018 - 7th Brazilian Electrical Systems Symposium","","","","1","6","5","0","10.1109/SBSE.2018.8395839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050231876&doi=10.1109%2fSBSE.2018.8395839&partnerID=40&md5=9cfdf6f494bd362cb46fc8d67e356e83","Conference paper","Final","","Scopus","2-s2.0-85050231876"
"Chagas B.M.E.; Dorado C.; Serapiglia M.J.; Mullen C.A.; Boateng A.A.; Melo M.A.F.; Ataíde C.H.","Chagas, Bruna M.E. (57188659206); Dorado, Christina (55767361500); Serapiglia, Michelle J. (24544897300); Mullen, Charles A. (56225357900); Boateng, Akwasi A. (12038893700); Melo, Marcus A.F. (7102354647); Ataíde, Carlos H. (6507619874)","57188659206; 55767361500; 24544897300; 56225357900; 12038893700; 7102354647; 6507619874","Catalytic pyrolysis-GC/MS of Spirulina: Evaluation of a highly proteinaceous biomass source for production of fuels and chemicals","2016","Fuel","179","","","124","134","10","134","10.1016/j.fuel.2016.03.076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962092176&doi=10.1016%2fj.fuel.2016.03.076&partnerID=40&md5=2a9f6d4ea80408e5b8cf7dd0f76738ba","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84962092176"
"Gouvinhas R.P.; Reyes T.; Naveiro R.M.; Perry N.; Filho E.R.","Gouvinhas, Reidson Pereira (6507459821); Reyes, Tatiana (54923209000); Naveiro, Ricardo Manfredi (7801614060); Perry, Nicolas (7102356868); Filho, Eduardo Romeiro (45661430700)","6507459821; 54923209000; 7801614060; 7102356868; 45661430700","A proposed framework of sustainable self-evaluation maturity within companies: an exploratory study","2016","International Journal on Interactive Design and Manufacturing","10","3","","319","327","8","16","10.1007/s12008-016-0322-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974777206&doi=10.1007%2fs12008-016-0322-7&partnerID=40&md5=dfe57be9aa07e0fdd065834b2c1681bb","Article","Final","","Scopus","2-s2.0-84974777206"
"de Sousa C.R.C.; Acchar W.; Paes H.R., Jr.","de Sousa, Cláwsio Rogério Cruz (57076053000); Acchar, Wilson (6701681727); Paes, Herval Ramos (6603158758)","57076053000; 6701681727; 6603158758","Evaluation of the thermomechanical behavior of metallic interconnectors coated with a film of La0,8Ca0,2Cro3 of solid oxide fuel cells (SOFC)","2015","Materials Science Forum","820","","","244","249","5","0","10.4028/www.scientific.net/MSF.820.244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955459807&doi=10.4028%2fwww.scientific.net%2fMSF.820.244&partnerID=40&md5=c9bab17321a3044add9ad10e3c44fea5","Conference paper","Final","","Scopus","2-s2.0-84955459807"
"da Silva L.R.A.; Pinheiro R.F.","da Silva, Leandro Ribeiro Alves (57210997340); Pinheiro, Ricardo Ferreira (7004083401)","57210997340; 7004083401","Reliability applied to the preventive maintenance on wind farms using weibull distribution with a financial approach","2017","Renewable Energy and Power Quality Journal","1","15","","340","343","3","1","10.24084/repqj15.314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062286766&doi=10.24084%2frepqj15.314&partnerID=40&md5=f083b22473e3a35ec58d9d896461b08c","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85062286766"
"Pereira M.D.; Dias D.C.F.S.; e Borges E.E.L.; Filho S.M.; Dias L.A.S.; Soriano P.E.","Pereira, Márcio Dias (23994275000); Dias, Denise Cunha Fernandes dos Santos (35575747100); e Borges, Eduardo Euclydes de Lima (23092947400); Filho, Sebastião Martins (56117507700); Dias, Luiz Antônio dos Santos (7102414938); Soriano, Paulo Emídio (55941101200)","23994275000; 35575747100; 23092947400; 56117507700; 7102414938; 55941101200","Physiological quality of physic nut (Jatropha curcas L.) seeds during storage; [Qualidade fsiológica de sementes de pinhão manso (Jatropha curcas L.) durante o armazenamento]","2013","Journal of Seed Science","35","1","","21","27","6","12","10.1590/S2317-15372013000100003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888425807&doi=10.1590%2fS2317-15372013000100003&partnerID=40&md5=8d5829d5c9084a9fc6a1af33219f568d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84888425807"
"de Araújo A.N.B.; Queiroz J.V.; de Morais A.V.; Lima J.C.F.; Nascimento L.L.L.","de Araújo, Arthur Nóbrega Baptista (57125649800); Queiroz, Jamerson Viegas (55556605200); de Morais, Adriano Varella (57125805400); Lima, João Cardim Ferreira (57034742100); Nascimento, Luan Lyon Lopes (57125671700)","57125649800; 55556605200; 57125805400; 57034742100; 57125671700","Ecodesign in the handmade production: The green carpet; [Ecodesign na Produção Artesanal: O Ecotapete]","2016","Espacios","37","1","","10","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958530633&partnerID=40&md5=59a691c755f11bba9a77cf5b2aa9547d","Article","Final","","Scopus","2-s2.0-84958530633"
"Brillas E.; Martínez-Huitle C.A.","Brillas, Enric (7005314628); Martínez-Huitle, Carlos A. (6507655813)","7005314628; 6507655813","Decontamination of wastewaters containing synthetic organic dyes by electrochemical methods. An updated review","2015","Applied Catalysis B: Environmental","166-167","","","603","643","40","1771","10.1016/j.apcatb.2014.11.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920932709&doi=10.1016%2fj.apcatb.2014.11.016&partnerID=40&md5=8639bf1c7c0cb539a65b584a2d9ad329","Review","Final","","Scopus","2-s2.0-84920932709"
"MacHado Y.L.; Teles U.M.; Dantas Neto A.A.; Dantas T.N.C.; Fonseca J.L.C.","MacHado, Y.L. (24723078300); Teles, U.M. (13609435000); Dantas Neto, A.A. (6602790420); Dantas, T.N.C. (6603413441); Fonseca, J.L.C. (7101983611)","24723078300; 13609435000; 6602790420; 6603413441; 7101983611","Determination of antioxidant depletion kinetics using ASTMD 7545 as the accelerated oxidation method","2013","Fuel","112","","","172","177","5","27","10.1016/j.fuel.2013.04.080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878882518&doi=10.1016%2fj.fuel.2013.04.080&partnerID=40&md5=183a9969da300d29bf10186112f7c551","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84878882518"
"Angelini R.","Angelini, Ronaldo (56249804800)","56249804800","Aquatic food webs will need to stand on giants’ shoulders; [Teias tróficas aquáticas precisarão se apoiar sobre os ombros dos gigantes]","2019","Acta Limnologica Brasiliensia","31","","e108","","","","1","10.1590/s2179-975x5019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074340632&doi=10.1590%2fs2179-975x5019&partnerID=40&md5=5d56915880621ab266ef6d44a4cd37e6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074340632"
"Negreiros B.; Pedrini A.; Edwards R.","Negreiros, Bianca (57218454012); Pedrini, Aldomar (7004257658); Edwards, Rodger (7403979110)","57218454012; 7004257658; 7403979110","Prediction methods of thermal comfort for naturally ventilated houses in hot humid climate","2016","Proceedings - 9th International Windsor Conference 2016: Making Comfort Relevant","","","","808","818","10","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089237238&partnerID=40&md5=b8f5f8cf1fb68fd2cdbded31a6f4ed26","Conference paper","Final","","Scopus","2-s2.0-85089237238"
"de Souza G.H.S.; Cesar Lima N.; Viegas Queiroz J.; Torres Penedo A.S.; de Miranda Coelho J.A.P.; Costa A.C.S.","de Souza, Gustavo Henrique Silva (55979472600); Cesar Lima, Nilton (35208435700); Viegas Queiroz, Jamerson (55979931000); Torres Penedo, Antonio Sergio (55980129000); de Miranda Coelho, Jorge Artur Peçanha (25638173600); Costa, Antonio Carlos Silva (56679763900)","55979472600; 35208435700; 55979931000; 55980129000; 25638173600; 56679763900","Marketing approach of Brazilian wind energy sector","2013","Journal of Technology Management and Innovation","8","4","","46","58","12","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891442820&partnerID=40&md5=ecb7f88caaa0d7911462441ca47a47fd","Article","Final","","Scopus","2-s2.0-84891442820"
"Fonseca T.Q.; Ribeiro R.L.A.; Costa F.B.; Rocha T.O.A.","Fonseca, T.Q. (57215287994); Ribeiro, R.L.A. (7202534599); Costa, F.B. (22333585200); Rocha, T.O.A. (55570200500)","57215287994; 7202534599; 22333585200; 55570200500","Enhanced power flow control of distributed generator units by using virtual impedance scheme","2017","14th Brazilian Power Electronics Conference, COBEP 2017","2018-January","","","1","5","4","0","10.1109/COBEP.2017.8257338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050539050&doi=10.1109%2fCOBEP.2017.8257338&partnerID=40&md5=deac16cbc86d6b61a3cc72a5b9b9405c","Conference paper","Final","","Scopus","2-s2.0-85050539050"
"Bezerra P.R.C.; Vieira M.M.; de Rezende J.F.D.","Bezerra, Paulo Ricardo Cosme (57210321402); Vieira, Marcela Marques (15062006400); de Rezende, Júlio Francisco Dantas (57210317842)","57210321402; 15062006400; 57210317842","Measurement of the eco-efficiency of small business in the supply chain oil and gas, applying the taxonomy CE7","2019","Acta Scientiarum - Technology","41","1","e37730","","","","2","10.4025/actascitechnol.v41i1.37730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070268920&doi=10.4025%2factascitechnol.v41i1.37730&partnerID=40&md5=5b07e596cb67cef16052dc4cac338f6c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85070268920"
"Silva D.M.; Costa F.B.; Franca R.L.S.; Junior F.C.S.","Silva, D.M. (57203054843); Costa, F.B. (22333585200); Franca, R.L.S. (57203003614); Junior, F.C.S. (57202999679)","57203054843; 22333585200; 57203003614; 57202999679","Method for fault detection on transmission lines of HVDC-VSC systems using high-frequency transients","2018","SBSE 2018 - 7th Brazilian Electrical Systems Symposium","","","","1","6","5","0","10.1109/SBSE.2018.8395701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050199609&doi=10.1109%2fSBSE.2018.8395701&partnerID=40&md5=9868d698bd862c0047a1840362ba441c","Conference paper","Final","","Scopus","2-s2.0-85050199609"
"Braga R.M.; Queiroga T.S.; Calixto G.Q.; Almeida H.N.; Melo D.M.A.; Melo M.A.F.; Freitas J.C.O.; Curbelo F.D.S.","Braga, R.M. (55210068400); Queiroga, T.S. (56764440600); Calixto, G.Q. (56764224400); Almeida, H.N. (56763698400); Melo, D.M.A. (9841064200); Melo, M.A.F. (7102354647); Freitas, J.C.O. (36016617500); Curbelo, F.D.S. (6701475869)","55210068400; 56764440600; 56764224400; 56763698400; 9841064200; 7102354647; 36016617500; 6701475869","The energetic characterization of pineapple crown leaves","2015","Environmental Science and Pollution Research","22","23","","18987","18993","6","32","10.1007/s11356-015-5082-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949089523&doi=10.1007%2fs11356-015-5082-6&partnerID=40&md5=5c68c795e98ea89e909d8f51915112ee","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84949089523"
"Braga R.M.; Melo D.M.A.; Sobrinho E.V.; Barros J.M.F.; Melo M.A.F.; Carvalho A.F.M.; do Socorro B Fontes M.; Freitas J.C.O.","Braga, Renata M. (55210068400); Melo, Dulce M.A. (9841064200); Sobrinho, Eledir V. (6602388397); Barros, Joana M.F. (15924974600); Melo, Marcus A.F. (7102354647); Carvalho, Alexandre F.M. (57190288436); do Socorro B Fontes, Maria (57190405915); Freitas, Julio C.O. (36016617500)","55210068400; 9841064200; 6602388397; 15924974600; 7102354647; 57190288436; 57190405915; 36016617500","Catalytic upgrading of Elephant grass (Pennisetum purpureum Schum) pyrolysis vapor using WO3 supported on RHA and RHA-MCM-41","2017","Catalysis Today","279","","","224","232","8","24","10.1016/j.cattod.2016.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979740990&doi=10.1016%2fj.cattod.2016.06.003&partnerID=40&md5=4ed5a994382aaaa33cfbdcd4ea740f2a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84979740990"
"Pimentel P.M.; Dutra J.L.S.; Lima A.C.; Araújo J.H.; Bagnato O.; Costa A.F.; Oliveira R.M.P.B.","Pimentel, P.M. (7004019571); Dutra, J.L.S. (57195349861); Lima, A.C. (14822207300); Araújo, J.H. (57208871938); Bagnato, O. (6505739650); Costa, A.F. (57190571912); Oliveira, R.M.P.B. (35435548100)","7004019571; 57195349861; 14822207300; 57208871938; 6505739650; 57190571912; 35435548100","Structural and magnetic characterization of LaFe1-xAlxO3 (x = 0 and 0.2) orthoferrites synthesized by gelatin method","2017","Materials Science Forum","899 MSF","","","227","231","4","4","10.4028/www.scientific.net/MSF.899.227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027296291&doi=10.4028%2fwww.scientific.net%2fMSF.899.227&partnerID=40&md5=eb414feb7afab8057b63642769b20898","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85027296291"
"Semente R.S.; Oliveira F.D.M.; Lock A.S.; Melo T.A.C.; Junior S.N.; Salazar A.O.","Semente, R.S. (56105065700); Oliveira, F.D.M. (56105199700); Lock, A.S. (14834340200); Melo, T.A.C. (56315609700); Junior, S.N. (59050122300); Salazar, A.O. (7102422753)","56105065700; 56105199700; 14834340200; 56315609700; 59050122300; 7102422753","Energy-efficient WSN systems","2015","Smart Sensors, Measurement and Instrumentation","11","","","111","132","21","2","10.1007/978-3-319-10948-0_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947132829&doi=10.1007%2f978-3-319-10948-0_6&partnerID=40&md5=159cbba32d9e398e3004de4cf4222824","Book chapter","Final","","Scopus","2-s2.0-84947132829"
"Camelo H.N.; Lucio P.S.; Junior J.B.V.L.; dos Santos D.G.; de Carvalho P.C.M.","Camelo, Henrique do Nascimento (57199855857); Lucio, Paulo Sérgio (55963139800); Junior, João Bosco Verçosa Leal (26027088000); dos Santos, Daniel von Glehn (57200853830); de Carvalho, Paulo Cesar Marques (8656215800)","57199855857; 55963139800; 26027088000; 57200853830; 8656215800","Innovative hybrid modeling ofwind speed prediction involving time-series models and artificial neural networks","2018","Atmosphere","9","2","77","","","","8","10.3390/atmos9020077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042554753&doi=10.3390%2fatmos9020077&partnerID=40&md5=c1becb0fa5d9203229e87343ecca9568","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042554753"
"Medeiros A.M.; Santos Ê.R.M.; Azevedo S.H.G.; Jesus A.A.; Oliveira H.N.M.; Sousa E.M.B.D.","Medeiros, Aldo M. (57210718731); Santos, Ênio R.M. (57192377440); Azevedo, Saulo H.G. (57192379401); Jesus, Anderson A. (55803500100); Oliveira, Humberto N.M. (56410521000); Sousa, Elisa M.B.D. (8878278800)","57210718731; 57192377440; 57192379401; 55803500100; 56410521000; 8878278800","Chemical interesterification of cotton oil with methyl acetate assisted by ultrasound for biodiesel production","2018","Brazilian Journal of Chemical Engineering","35","3","","1005","1018","13","9","10.1590/0104-6632.20180353s20170001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061158794&doi=10.1590%2f0104-6632.20180353s20170001&partnerID=40&md5=86cbc1b54229699bfd9ee22897f49c9a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85061158794"
"Gasparotto L.H.S.; Castelhano A.L.B.; Silva A.C.A.; Dantas N.O.; Oliveira O.N.; Siqueira J.R.","Gasparotto, Luiz H. S. (57268324300); Castelhano, André L. B. (56032831200); Silva, Anielle C. A. (35367216600); Dantas, Noelio O. (6603696115); Oliveira, Osvaldo N. (7102731698); Siqueira, José R. (8598855100)","57268324300; 56032831200; 35367216600; 6603696115; 7102731698; 8598855100","Dendrimer-carbon nanotube layer-by-layer film as an efficient host matrix for electrogeneration of PtCo electrocatalysts","2014","Physical Chemistry Chemical Physics","16","6","","2384","2389","5","6","10.1039/c3cp54296c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892594933&doi=10.1039%2fc3cp54296c&partnerID=40&md5=fff09d9b5d79de3276b7ceac40036f52","Article","Final","","Scopus","2-s2.0-84892594933"
"Pedroza M.M.; Sousa J.F.; Vieira G.E.G.; Bezerra M.B.D.","Pedroza, M.M. (55919142700); Sousa, J.F. (7102813000); Vieira, G.E.G. (25626837500); Bezerra, M.B.D. (22033318800)","55919142700; 7102813000; 25626837500; 22033318800","Characterization of the products from the pyrolysis of sewage sludge in 1 kg/h rotating cylinder reactor","2014","Journal of Analytical and Applied Pyrolysis","105","","","108","115","7","55","10.1016/j.jaap.2013.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891828583&doi=10.1016%2fj.jaap.2013.10.009&partnerID=40&md5=3651e8bac77372b35740b556d227784c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84891828583"
"Padula A.D.; Santos M.S.; Ferreira L.; Borenstein D.","Padula, Antonio Domingos (34971803400); Santos, Manoela Silveira (35291883100); Ferreira, Luciano (37006409400); Borenstein, Denis (7005024634)","34971803400; 35291883100; 37006409400; 7005024634","The emergence of the biodiesel industry in Brazil: Current figures and future prospects","2012","Energy Policy","44","","","395","405","10","70","10.1016/j.enpol.2012.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858296335&doi=10.1016%2fj.enpol.2012.02.003&partnerID=40&md5=e1f1943967ebcba7f363f45c70ea3069","Article","Final","","Scopus","2-s2.0-84858296335"
"da Costa C.G.; Freire A.P.F.; Cunha M.C.F.; Araujo A.O.","da Costa, Cristiane Gomes (57225733207); Freire, Anna Paola Fernandes (37107456500); Cunha, Marília Caroline Freire (37107574600); Araujo, Aneide Oliveira (37107322100)","57225733207; 37107456500; 37107574600; 37107322100","Strategic cost management: A study in an ethanol production plant","2010","Custos e Agronegocio","6","2","","45","66","21","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955377120&partnerID=40&md5=9c339473e67c4ed2187c7ee93f135c58","Article","Final","","Scopus","2-s2.0-79955377120"
"Fernandes V.J., Jr.; De Sousa Araujo A.; Da Silva Vinhado F.; Pivesso P.R.","Fernandes, Valter José (7006546331); De Sousa Araujo, Antonio (58321757700); Da Silva Vinhado, Fábio (6503856948); Pivesso, Paulo Roberto (55509863400)","7006546331; 58321757700; 6503856948; 55509863400","Characterization of solid residue formed in beef tallow biodiesel; [Caracterização de resíduo sólido formado em biodiesel de sebo bovino]","2012","Quimica Nova","35","10","","1901","1906","5","5","10.1590/S0100-40422012001000002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870400315&doi=10.1590%2fS0100-40422012001000002&partnerID=40&md5=2d2fb4c939665904d792e68aa6a4b138","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84870400315"
"Martinez-Huitle C.A.; Panizza M.","Martinez-Huitle, Carlos A. (6507655813); Panizza, Marco (7005294023)","6507655813; 7005294023","Application of PBO2 anodes for electrochemical wastewater treatment","2011","Applied Electrochemistry","","","","269","300","31","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892012159&partnerID=40&md5=6873a114e697e58e2dc2afb1c4a0a6f3","Book chapter","Final","","Scopus","2-s2.0-84892012159"
"Santos N.A.; Tavares M.L.A.; Rosenhaim R.; Silva F.C.; Fernandes Jr. V.J.; Santos I.M.G.; Souza A.G.","Santos, Nataly A. (16040194800); Tavares, Marileide L. A. (16040823800); Rosenhaim, R. (16040257100); Silva, F.C. (38862872600); Fernandes Jr., V.J. (7006546331); Santos, Iêda M. G. (7102671746); Souza, A.G. (55662862500)","16040194800; 16040823800; 16040257100; 38862872600; 7006546331; 7102671746; 55662862500","Thermogravimetric and calorimetric evaluation of babassu biodiesel obtained by the methanol route","2007","Journal of Thermal Analysis and Calorimetry","87","3","","649","652","3","47","10.1007/s10973-006-7765-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947122573&doi=10.1007%2fs10973-006-7765-1&partnerID=40&md5=9dd4f79278264df8158b62a2dc07d78e","Conference paper","Final","","Scopus","2-s2.0-33947122573"
"Ford E.T.L.C.; Barradas A.C.M.; Mendes J.U.L.; Do Nascimento R.M.","Ford, Elmo Thiago Lins Cöuras (57195543543); Barradas, Ana Catarina Mendes (57211297684); Mendes, José Ubiragi de Lima (57190848835); Do Nascimento, Rubens Maribondo (57209328371)","57195543543; 57211297684; 57190848835; 57209328371","Dimension and production of a turbine type francis","2012","Renewable Energy and Power Quality Journal","1","10","218","61","65","4","0","10.24084/repqj10.218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073321394&doi=10.24084%2frepqj10.218&partnerID=40&md5=87550b3a5a4a248a6fe819681ff4345e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85073321394"
"Costa G.J.; Gouvinhas R.P.","Costa, G.J. (57193277903); Gouvinhas, R.P. (6507459821)","57193277903; 6507459821","Ecodesign Strategies and the product development process within Northeast SME Brazilian companies","2003","Proceedings of the International Conference on Engineering Design, ICED","DS 31","","","","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012298541&partnerID=40&md5=a05cda17476d2cb167483b7c8fd5b6c6","Conference paper","Final","","Scopus","2-s2.0-85012298541"
"Oliveira B.C.C.; Azevedo Neto A.; Fontes F.A.O.; Barbosa C.R.F.; Filho F.R.A.","Oliveira, Breno Costa Correa (57211288258); Azevedo Neto, Aluisio (57211293373); Fontes, Francisco de Assis Oliveira (6602095954); Barbosa, Cleiton Rubens Formiga (56559508600); Filho, Franklin Rocha de Azevedo (57211291918)","57211288258; 57211293373; 6602095954; 56559508600; 57211291918","Analysis of an infrared burner working with hybrid fuel: LPG / bio-oil","2012","Renewable Energy and Power Quality Journal","1","10","458","744","749","5","0","10.24084/repqj10.458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073322381&doi=10.24084%2frepqj10.458&partnerID=40&md5=9ac2ac72215f41a71084b2689d57b0c7","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85073322381"
"Marinho É.P.; Souza A.G.; De Melo D.S.; Santos I.M.G.; Melo D.M.A.; Da Silva W.J.","Marinho, Érika Pinto (7003317800); Souza, A.G. (55662862500); De Melo, Danniely S. (16038496000); Santos, Iêda M. G. (7102671746); Melo, Dulce M. A. (9841064200); Da Silva, Walquíria J. (16038932200)","7003317800; 55662862500; 16038496000; 7102671746; 9841064200; 16038932200","Lanthanum chromites partially substituted by calcium, strontium and barium synthesized by urea combustion : Thermogravimetric study","2007","Journal of Thermal Analysis and Calorimetry","87","3","","801","804","3","14","10.1007/s10973-006-7877-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947096860&doi=10.1007%2fs10973-006-7877-7&partnerID=40&md5=080e23c0731f33775c05519bb6ad4673","Conference paper","Final","","Scopus","2-s2.0-33947096860"
"Freire L.M.D.S.; Santos I.M.G.D.; De Carvalho Filho J.R.; Cordeiro A.M.T.D.M.; Soledade L.E.B.; Fernandes Jr. V.J.; De Araujo A.S.; De Souza A.G.","Freire, Lécia Maria Da Silva (55387146400); Santos, Ieda Maria Garcia Dos (7102671746); De Carvalho Filho, José Rodrigues (49561068200); Cordeiro, Angela Maria Tribuzi De Magalhães (54408226900); Soledade, Luiz Edmundo Bastos (6602429332); Fernandes Jr., Valter José (7006546331); De Araujo, Antonio Souza (7202091952); De Souza, Antonio Gouveia (55662862500)","55387146400; 7102671746; 49561068200; 54408226900; 6602429332; 7006546331; 7202091952; 55662862500","Influence of the synthesis process on the properties of flow and oxidative stability of biodiesel from Jatropha curcas biodiesel","2012","Fuel","94","","","313","316","3","21","10.1016/j.fuel.2011.10.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856705877&doi=10.1016%2fj.fuel.2011.10.054&partnerID=40&md5=5da3e3528fd6a6078577dc13169f2a7e","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84856705877"
"Santos N.A.; Santos J.R.J.; Sinfrônio F.S.M.; Bicudo T.C.; Santos I.M.G.; Antoniosi Filho N.R.; Fernandes Jr. V.J.; Souza A.G.","Santos, N.A. (16040194800); Santos, J.R.J. (57199986525); Sinfrônio, F.S.M. (8358034600); Bicudo, T.C. (8915745700); Santos, I.M.G. (7102671746); Antoniosi Filho, N.R. (6507121702); Fernandes Jr., V.J. (7006546331); Souza, A.G. (55662862500)","16040194800; 57199986525; 8358034600; 8915745700; 7102671746; 6507121702; 7006546331; 55662862500","Thermo-oxidative stability and cold flow properties of babassu biodiesel by PDSC and TMDSC techniques","2009","Journal of Thermal Analysis and Calorimetry","97","2","","611","614","3","18","10.1007/s10973-008-9719-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350370281&doi=10.1007%2fs10973-008-9719-2&partnerID=40&md5=6badbd9f9027869e67a06fe8475d68c5","Article","Final","","Scopus","2-s2.0-70350370281"
